                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5844,                 3.4967,                 1.6658,                0.02276,                0.69542,                0.28109,                0.17273,                 1.1233,                  4.045,                 1.4329,             0.00036059,             0.00036059,             0.00036059
                      2,                 1.3089,                 2.2347,                 1.3838,                0.92316,                0.33226,                0.75068,                0.44423,                 1.2771,                  3.353,                  1.544,             0.00072127,             0.00072127,             0.00072127
                      3,                 1.2502,                 1.8529,                 1.3621,                0.86379,                0.74856,                0.88521,                0.59804,                 1.1744,                 2.2189,                   1.42,              0.0010722,              0.0010722,              0.0010722
                      4,                 1.2468,                 1.6826,                 1.3425,                 0.7583,                0.80441,                0.86337,                0.60405,                 1.0709,                 1.9377,                 1.3531,               0.001067,               0.001067,               0.001067
                      5,                 1.2091,                 1.5334,                  1.328,                0.73379,                0.88874,                0.91539,                0.56526,                 1.2406,                 1.8818,                 1.4998,               0.001067,               0.001067,               0.001067
                      6,                 1.2427,                 1.4154,                 1.3257,                0.75185,                0.83844,                0.87755,                0.55147,                 1.2282,                 1.7783,                 1.4744,              0.0010523,              0.0010523,              0.0010523
                      7,                 1.2116,                 1.3908,                 1.3128,                0.86095,                0.81416,                0.90932,                0.60389,                 1.1487,                 1.5298,                  1.413,              0.0010377,              0.0010377,              0.0010377
                      8,                 1.1446,                 1.2313,                 1.2719,                0.90791,                0.91559,                0.95284,                0.67242,                 1.0465,                 1.2677,                 1.3192,               0.001023,               0.001023,               0.001023
                      9,                 1.1505,                 1.1983,                 1.2838,                 0.9285,                0.94834,                0.94037,                 0.6622,                 1.0294,                 1.0041,                 1.3054,              0.0010083,              0.0010083,              0.0010083
                     10,                 1.1391,                 1.0731,                 1.2651,                0.90906,                0.91909,                 0.9461,                0.66974,                 1.0189,                 1.0345,                 1.3406,             0.00099368,             0.00099368,             0.00099368
                     11,                 1.0797,                 1.0381,                 1.2343,                0.89051,                0.89855,                0.91375,                0.65713,                 1.0324,                 1.0577,                 1.2978,             0.00097901,             0.00097901,             0.00097901
                     12,                 1.0417,                0.94102,                 1.1967,                0.94531,                0.96173,                0.94805,                0.68978,                  1.014,                0.87343,                 1.2862,             0.00096435,             0.00096435,             0.00096435
                     13,                 1.0852,                0.95879,                 1.2505,                0.95201,                 0.9602,                0.95861,                0.67234,                 1.0498,                0.82997,                 1.3244,             0.00094968,             0.00094968,             0.00094968
                     14,                 1.1034,                0.94163,                 1.2419,                0.95548,                 0.9388,                0.95356,                0.67674,                0.99734,                0.84577,                  1.283,             0.00093502,             0.00093502,             0.00093502
                     15,                 1.0513,                0.86139,                 1.2148,                0.96175,                0.93779,                 0.9515,                0.67122,                  1.035,                0.82685,                 1.3083,             0.00092035,             0.00092035,             0.00092035
                     16,                 1.0491,                0.83447,                 1.2239,                0.92169,                0.92399,                0.95298,                0.69134,                0.98428,                0.80399,                 1.2667,             0.00090569,             0.00090569,             0.00090569
                     17,                 1.0232,                0.81685,                 1.2147,                0.96425,                0.96622,                0.95825,                0.70128,                 1.0019,                0.70189,                 1.2926,             0.00089102,             0.00089102,             0.00089102
                     18,                0.99684,                0.77537,                 1.1864,                0.94124,                0.95271,                0.95396,                 0.7039,                0.95085,                 0.6776,                 1.2518,             0.00087636,             0.00087636,             0.00087636
                     19,                0.99616,                0.73986,                 1.1902,                0.95077,                 0.9778,                0.96103,                0.69714,                 1.0017,                0.65912,                 1.3139,             0.00086169,             0.00086169,             0.00086169
                     20,                 1.0043,                0.76032,                 1.1871,                0.96693,                0.94974,                0.95153,                0.71691,                0.93696,                0.63451,                 1.2368,             0.00084703,             0.00084703,             0.00084703
                     21,                  1.032,                0.74044,                 1.2082,                0.96138,                0.96483,                   0.96,                0.68597,                0.97914,                0.65468,                 1.2779,             0.00083236,             0.00083236,             0.00083236
                     22,                 0.9826,                0.72422,                  1.183,                0.96518,                0.95573,                0.95672,                0.70878,                0.93257,                0.61636,                 1.2398,              0.0008177,              0.0008177,              0.0008177
                     23,                0.93989,                0.71368,                 1.1556,                0.94598,                0.96231,                0.96154,                0.70725,                0.97509,                0.64399,                 1.2472,             0.00080303,             0.00080303,             0.00080303
                     24,                0.98614,                0.71028,                 1.1704,                 0.9647,                0.97078,                0.95803,                0.70321,                0.96538,                0.61584,                 1.2664,             0.00078837,             0.00078837,             0.00078837
                     25,                0.97265,                0.68464,                 1.1837,                0.95981,                0.97931,                0.96041,                0.70009,                0.99853,                0.57633,                  1.296,              0.0007737,              0.0007737,              0.0007737
                     26,                0.95295,                0.69138,                 1.1594,                0.93711,                0.93786,                0.95907,                0.71693,                0.93478,                0.59129,                 1.2224,             0.00075904,             0.00075904,             0.00075904
                     27,                0.93406,                0.65508,                 1.1597,                0.96067,                0.97157,                0.96106,                0.71658,                0.91874,                0.54199,                 1.2211,             0.00074437,             0.00074437,             0.00074437
                     28,                0.90337,                0.60585,                 1.1397,                0.94175,                0.97296,                0.95583,                0.70731,                 0.9616,                0.56662,                 1.2818,              0.0007297,              0.0007297,              0.0007297
                     29,                0.92659,                0.60994,                 1.1475,                0.95715,                0.97179,                0.96393,                0.72921,                0.88925,                0.52976,                 1.2194,             0.00071504,             0.00071504,             0.00071504
                     30,                0.89516,                0.63067,                 1.1375,                0.95505,                0.94942,                0.96274,                 0.7281,                0.93114,                0.55377,                 1.2628,             0.00070037,             0.00070037,             0.00070037
                     31,                0.89818,                0.59667,                 1.1426,                0.94722,                0.97864,                0.96319,                0.72778,                0.93019,                0.53122,                 1.2691,             0.00068571,             0.00068571,             0.00068571
                     32,                0.93192,                 0.5936,                 1.1588,                0.92559,                0.97931,                0.96438,                0.71784,                0.92139,                0.54031,                 1.2341,             0.00067104,             0.00067104,             0.00067104
                     33,                0.90822,                0.58701,                 1.1408,                0.94281,                0.97654,                0.96086,                0.73572,                0.88751,                0.51298,                 1.1949,             0.00065638,             0.00065638,             0.00065638
                     34,                0.88985,                0.57707,                 1.1264,                0.95735,                0.97747,                0.96463,                0.72744,                0.89984,                0.50972,                 1.2077,             0.00064171,             0.00064171,             0.00064171
                     35,                0.88673,                0.58078,                 1.1233,                0.95374,                0.94382,                0.95782,                0.73609,                0.86877,                0.49756,                 1.1921,             0.00062705,             0.00062705,             0.00062705
                     36,                 0.8829,                0.57907,                 1.1416,                0.93906,                0.97466,                0.96529,                0.73892,                0.89239,                0.51603,                 1.2131,             0.00061238,             0.00061238,             0.00061238
                     37,                0.87522,                0.55687,                  1.125,                0.95337,                0.97805,                0.95808,                0.71963,                0.92754,                0.48524,                 1.2361,             0.00059772,             0.00059772,             0.00059772
                     38,                0.86917,                0.55447,                 1.1108,                0.96064,                0.97931,                0.96141,                0.72578,                0.90015,                0.47722,                 1.2275,             0.00058305,             0.00058305,             0.00058305
                     39,                0.87228,                0.54813,                 1.1251,                 0.9671,                0.97931,                0.96766,                0.73361,                0.90906,                 0.4879,                 1.1954,             0.00056839,             0.00056839,             0.00056839
                     40,                0.85237,                0.51951,                 1.1068,                0.96589,                0.97931,                0.96832,                0.73373,                0.89662,                0.47351,                 1.2178,             0.00055372,             0.00055372,             0.00055372
                     41,                 0.8441,                0.54105,                 1.0907,                0.96012,                0.97931,                0.95936,                0.74518,                0.88002,                0.44563,                 1.2243,             0.00053906,             0.00053906,             0.00053906
                     42,                0.85407,                0.53669,                 1.1145,                0.95624,                0.97931,                0.95023,                0.72967,                0.88938,                0.47095,                 1.2064,             0.00052439,             0.00052439,             0.00052439
                     43,                0.82987,                 0.5174,                 1.0985,                0.94993,                0.97931,                0.96264,                0.73395,                0.88711,                0.46433,                 1.2037,             0.00050973,             0.00050973,             0.00050973
                     44,                0.84116,                0.52474,                 1.0873,                0.96133,                0.97931,                0.96128,                0.74141,                0.88241,                0.44546,                 1.2294,             0.00049506,             0.00049506,             0.00049506
                     45,                0.82619,                0.49819,                 1.1003,                0.96135,                0.97697,                0.96318,                0.74571,                0.85839,                0.43513,                 1.1872,              0.0004804,              0.0004804,              0.0004804
                     46,                0.82849,                0.49455,                 1.0872,                0.94714,                0.97606,                0.95867,                0.74447,                0.87213,                0.45971,                 1.1953,             0.00046573,             0.00046573,             0.00046573
                     47,                0.81832,                0.51333,                 1.0956,                 0.9629,                0.97466,                0.95907,                0.73701,                0.87959,                0.45367,                 1.2179,             0.00045107,             0.00045107,             0.00045107
                     48,                0.80774,                0.50596,                 1.0802,                0.95268,                0.97931,                0.95771,                0.73791,                0.88042,                0.46395,                 1.2033,              0.0004364,              0.0004364,              0.0004364
                     49,                0.82534,                0.48483,                 1.0849,                0.96242,                 0.9773,                0.96046,                0.73579,                0.88738,                0.46259,                  1.223,             0.00042174,             0.00042174,             0.00042174
                     50,                0.84507,                0.50484,                 1.1138,                0.95776,                0.97931,                0.96295,                0.75354,                0.86345,                0.45385,                 1.1953,             0.00040707,             0.00040707,             0.00040707
                     51,                 0.7972,                0.47801,                 1.0807,                0.95418,                0.97931,                0.96615,                0.75911,                0.85413,                0.43805,                 1.1808,             0.00039241,             0.00039241,             0.00039241
                     52,                0.79635,                0.47714,                 1.0745,                0.94585,                0.97259,                0.96175,                0.75798,                0.84137,                0.42968,                 1.1883,             0.00037774,             0.00037774,             0.00037774
                     53,                0.78809,                0.46876,                 1.0846,                0.95493,                0.97931,                0.96317,                0.75799,                0.84662,                0.43322,                 1.1953,             0.00036307,             0.00036307,             0.00036307
                     54,                0.79433,                 0.4567,                 1.0756,                0.94412,                0.97778,                0.96051,                0.75533,                 0.8598,                0.44817,                 1.1973,             0.00034841,             0.00034841,             0.00034841
                     55,                0.78207,                 0.4635,                 1.0796,                0.92586,                0.97538,                0.94989,                0.74663,                0.86336,                0.46212,                 1.2092,             0.00033374,             0.00033374,             0.00033374
                     56,                0.76893,                0.45099,                 1.0598,                0.94408,                0.97009,                0.95411,                0.74298,                 0.8638,                 0.4373,                 1.2161,             0.00031908,             0.00031908,             0.00031908
                     57,                0.80605,                 0.4786,                 1.0939,                0.95015,                0.97241,                0.95759,                0.76504,                0.84852,                0.43111,                 1.1886,             0.00030441,             0.00030441,             0.00030441
                     58,                0.76996,                0.45212,                 1.0735,                0.95564,                0.97922,                0.95901,                0.76143,                0.83019,                0.41805,                 1.1744,             0.00028975,             0.00028975,             0.00028975
                     59,                 0.7692,                0.44759,                 1.0829,                0.92831,                0.97931,                0.95387,                0.74528,                0.85384,                0.43082,                 1.1935,             0.00027508,             0.00027508,             0.00027508
                     60,                0.77164,                0.45173,                 1.0703,                0.93839,                0.97931,                0.95758,                0.75706,                0.84747,                 0.4312,                 1.1958,             0.00026042,             0.00026042,             0.00026042
                     61,                0.76789,                0.44416,                 1.0583,                0.94183,                0.97931,                0.96046,                0.75572,                 0.8409,                 0.4242,                 1.2003,             0.00024575,             0.00024575,             0.00024575
                     62,                0.74365,                0.43572,                 1.0468,                0.95122,                0.97695,                0.96176,                0.74925,                0.84038,                0.41828,                 1.1885,             0.00023109,             0.00023109,             0.00023109
                     63,                0.73612,                0.43562,                 1.0524,                0.94931,                0.97753,                0.96393,                0.75677,                0.84496,                0.42267,                  1.197,             0.00021642,             0.00021642,             0.00021642
                     64,                0.73117,                0.42886,                 1.0609,                0.95119,                0.97931,                0.95888,                0.74914,                0.86455,                0.41146,                 1.2325,             0.00020176,             0.00020176,             0.00020176
                     65,                0.75848,                0.44055,                 1.0557,                0.95715,                0.97931,                0.96271,                0.74624,                0.85185,                0.40771,                 1.2138,             0.00018709,             0.00018709,             0.00018709
                     66,                0.66728,                0.37637,                 1.0503,                0.95193,                0.97931,                0.96171,                 0.7368,                0.84335,                0.40971,                 1.2039,             0.00017243,             0.00017243,             0.00017243
                     67,                0.65388,                0.36658,                 1.0526,                0.95507,                0.97931,                0.95826,                0.75159,                0.83583,                0.41877,                 1.1991,             0.00015776,             0.00015776,             0.00015776
                     68,                0.65969,                0.35939,                 1.0524,                0.95755,                0.97692,                 0.9569,                0.75598,                0.82809,                0.40941,                 1.1886,              0.0001431,              0.0001431,              0.0001431
                     69,                 0.6588,                0.35524,                 1.0562,                0.95855,                0.97723,                0.95703,                0.75457,                0.82263,                 0.4154,                 1.1958,             0.00012843,             0.00012843,             0.00012843
                     70,                0.63957,                0.35567,                 1.0449,                0.95044,                0.97931,                0.95735,                0.75377,                0.82386,                0.41897,                 1.2023,             0.00011377,             0.00011377,             0.00011377
                     71,                0.62744,                0.34686,                 1.0333,                0.95149,                0.97777,                0.95827,                0.75309,                0.82725,                0.41836,                 1.2118,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     72,                0.63252,                0.34308,                 1.0454,                0.95218,                0.95862,                0.95293,                0.75557,                0.82217,                 0.4302,                 1.2113,             8.4436e-05,             8.4436e-05,             8.4436e-05
                     73,                0.62015,                0.34579,                 1.0221,                0.95079,                0.95657,                0.95382,                0.75517,                0.81604,                0.42699,                 1.2059,             6.9771e-05,             6.9771e-05,             6.9771e-05
                     74,                0.62393,                0.34016,                  1.024,                0.95845,                0.97842,                0.96035,                0.76141,                0.81728,                0.41662,                 1.1992,             5.5106e-05,             5.5106e-05,             5.5106e-05
                     75,                0.61286,                0.33719,                 1.0187,                0.95849,                0.97846,                 0.9612,                0.75994,                0.81355,                0.40993,                 1.1959,              4.044e-05,              4.044e-05,              4.044e-05
